,train_cls,train_bbox_loss,train_corner_loss,val_cls,val_bbox_loss,val_corner_loss
0,3.4596096382748267,1.0042802269414346,0.289623278846837,0.5067799645800923,0.9092297249062117,0.05237503999540972
1,0.4038605995429969,0.8636103276140201,0.048960108564507145,0.3807551153870516,0.873865848363832,0.04799049165706302
2,0.3440960205119589,0.7993093025610314,0.042004871997774015,0.32051075336545015,0.8160592996796896,0.046868183801687044
3,0.3026640201392381,0.7600122568029795,0.035611714323207457,0.28897171519523446,0.8034350664116615,0.031154769624388495
4,0.2675526072705014,0.7140844368046115,0.03247479686039205,0.2551545767590057,0.7093760745469914,0.028786998588678447
5,0.23803811830393276,0.6549045199192829,0.027609291064165393,0.23733764124471088,0.6440651499947836,0.023948509852553524
6,0.20429216926882726,0.5904256127635885,0.023045242139317603,0.17801807162373565,0.5422906328079312,0.020293493581892447
7,0.18024437652426475,0.5449970877318648,0.021008542183532108,0.15860364291557047,0.5113704661990321,0.018453784308634525
8,0.1623004944705815,0.5018898615185519,0.017481311392154752,0.161150787805402,0.5143097992553267,0.015650741257813086
9,0.14854557141198876,0.47294273528253067,0.015284579073697884,0.1399803140828776,0.4772755489792935,0.01409493722454753
10,0.13304183791790689,0.44641454878801146,0.013979508671678187,0.14424467831850052,0.4781985372997994,0.015206863995381566
11,0.1276934082093446,0.4299237946545856,0.013161911594432703,0.15596897189700326,0.48041969329811807,0.015650530529836584
12,0.11901221313276646,0.41148375594838066,0.012169373892710446,0.12850433501393296,0.4500292608904284,0.015432764581123064
13,0.10711745813674067,0.3890948608425093,0.0112481902943496,0.13373396129802215,0.4110241234302521,0.01133716011116671
14,0.09838971563886782,0.3718641895500029,0.010319030701952137,0.12296023445073949,0.41818473436111625,0.01138918776454967
15,0.0969737886642077,0.36456817666195934,0.009961313944055427,0.12309999599359757,0.40376706317413685,0.010857469672986935
16,0.08649456001216581,0.3503256853878128,0.00940036179601961,0.15892539571884068,0.4925309592901274,0.01394634575821286
17,0.0847487035930527,0.340507893273549,0.009334692054700037,0.13285987079143524,0.407114376855451,0.01059486297890544
18,0.07593719649666585,0.3249723456846261,0.008872406771232993,0.1320907810572968,0.41944169651630314,0.013711016116187323
19,0.07013307996556996,0.3095807976419141,0.008256040937238321,0.1409457579774912,0.3987248075562854,0.009456818111154229
20,0.05505790655148325,0.26768550637716093,0.006986152742243146,0.13194428704852282,0.3833691893621933,0.00934867829430935
21,0.04955018393880462,0.253985521586045,0.0065538770004366495,0.13068454825254375,0.3801497512085493,0.009245925409676031
22,0.04428137490606826,0.2427097156366206,0.006223561243668939,0.13361783005123914,0.3819317249364631,0.009275981365854656
23,0.041743263220472365,0.23356188296901514,0.005933131788342451,0.14356502492067424,0.386126673498819,0.009523270456770132
24,0.04069769381898346,0.23137698706632814,0.005966550164410602,0.14082387592210327,0.3783603622469791,0.009250917829313251
25,0.03906260409988232,0.2266609165239038,0.005976966042823581,0.1440120354987854,0.3791224644627682,0.009060112142199001
26,0.0387328310424219,0.2212914944805714,0.005772180205951474,0.14237518617233566,0.37914315974989604,0.009188684526571008
27,0.03710905464528048,0.21854380777348642,0.005704298815024751,0.14164577883689902,0.37745260499244515,0.00908990342949712
28,0.03669185902900207,0.21700210619417037,0.00570890951832259,0.1454919407707314,0.3824398579985596,0.009334033799119467
29,0.03651725832858811,0.21879610761722423,0.005717836039846543,0.1450155419838983,0.37913391063379687,0.009179091535855171
30,0.037463257077688016,0.22072574070521764,0.0057860652710779665,0.14722371699158535,0.3816277634265811,0.0092312739837135
31,0.034158643994549785,0.2133515133805897,0.005514806567442528,0.1457326326432616,0.3804175874521566,0.009229300142980592
32,0.034050181956371724,0.21198980454702554,0.0054767324606546704,0.14596346133323604,0.3809868707213291,0.00913585656387515
33,0.03775721800843288,0.22051293439931752,0.005754041181796271,0.14643759722279948,0.3823963819548141,0.009233143018168766
34,0.03633650040589504,0.2172359778366474,0.005706266581040361,0.1472067856338135,0.38142304919486825,0.00924026278432372
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0
